Zip_Clean,stdy_year_idx,season,date,avg_AirTemp,sd_AirTemp,avg_DewPointTemp,sd_DewPointTemp,avg_RelHumid,sd_RelHumid,avg_AblHumid_Kgm3,sd_AblHumid_Kgm3,avg_AblHumid_gm3,sd_AblHumid_gm3
50010,1,fall,2005-09-01,18.793333333333333,4.13912645567781,13.693333333333333,4.332629474224578,75.36333333333333,8.595314815735907,0.012012666666666666,0.0028551537591705546,12.012666666666666,2.8551537591705536
50010,1,fall,2005-10-01,10.870967741935484,6.050355006024418,5.529032258064516,6.0093368213354506,72.82129032258065,9.560302903825967,0.007490322580645161,0.0035572343975537775,7.490322580645161,3.557234397553778
50010,1,fall,2005-11-01,4.236666666666666,6.302461661010383,-0.94,6.288171709509519,71.89133333333334,12.87793052911234,0.004894,0.001960243827198281,4.894,1.9602438271982814
50010,1,spring,2005-05-01,14.619354838709677,4.710019062582705,7.377419354838709,5.883349934485701,65.73903225806451,13.221572613179998,0.00824741935483871,0.002605491594999474,8.247741935483871,2.6057714272711627
50010,1,spring,2006-03-01,2.738709677419355,3.5682561024824477,-2.225806451612903,4.485604213624996,72.63258064516128,12.863691789358642,0.004307741935483871,0.0014689717711774209,4.307741935483871,1.4689717711774206
50010,1,spring,2006-04-01,12.563333333333333,4.386223207155388,4.6066666666666665,4.664608741646365,63.352666666666664,15.968731500877785,0.006786,0.0020495207177322686,6.786,2.0495207177322685
50010,1,summer,2005-06-01,22.323333333333334,2.440983879268885,16.823333333333334,3.240762291480981,73.65166666666667,8.837457148443475,0.014310333333333333,0.002709371327172735,14.310333333333332,2.7093713271727347
50010,1,summer,2005-07-01,23.25483870967742,2.80009984461,18.596774193548388,2.9934911470241277,77.04387096774194,5.760764230215383,0.01590967741935484,0.0027592082002765067,15.90967741935484,2.759208200276506
50010,1,summer,2005-08-01,20.95806451612903,2.671425860665472,17.01290322580645,2.9419655487994048,80.17645161290322,8.159844176774905,0.014533548387096775,0.0025779197665134275,14.533548387096774,2.577919766513428
50010,1,winter,2005-12-01,-6.632258064516129,6.885801192636636,-8.738709677419354,7.505050629158778,85.11,6.485392303734089,0.002936774193548387,0.0014126721419512602,2.936774193548387,1.4126721419512602
50010,1,winter,2006-01-01,0.1870967741935484,3.1021220624473465,-3.4161290322580644,3.1579631382895688,78.95096774193549,12.644619502602337,0.0038829032258064517,8.995042840305139e-4,3.88258064516129,0.8993885617163678
50010,1,winter,2006-02-01,-3.4214285714285713,6.345447895516044,-9.464285714285714,5.480755171386262,66.42857142857143,11.635688623173522,0.0026085714285714284,9.283705928517759e-4,2.6085714285714285,0.9283705928517758
50010,2,fall,2006-09-01,15.26,3.2252880117317724,10.383333333333333,3.844035535137819,75.71133333333333,8.82600262286674,0.009748,0.0022809849657095733,9.747333333333334,2.2810779867442488
50010,2,fall,2006-10-01,8.490322580645161,6.047718844804746,2.6193548387096777,6.52382399899725,69.57483870967742,12.821244055854523,0.006219032258064516,0.002823098008499067,6.219032258064516,2.823098008499067
50010,2,fall,2006-11-01,3.8266666666666667,5.120542356331847,-0.7966666666666666,5.7538283107757975,74.08366666666667,12.468072462074492,0.004868,0.001918982129617966,4.868,1.9189821296179659
50010,2,spring,2006-05-01,16.238709677419354,5.0879385098062935,9.07741935483871,5.750693272839335,65.94193548387096,12.69890032492442,0.009244193548387097,0.0035484642445181343,9.244193548387097,3.5484642445181347
50010,2,spring,2007-03-01,5.448387096774193,8.097195850735075,1.6806451612903226,8.259556862803988,78.00709677419354,8.250541070559509,0.0061748387096774195,0.0032819911344261145,6.174838709677419,3.2819911344261143
50010,2,spring,2007-04-01,8.513333333333334,7.443614867713843,1.61,7.300984817841003,65.117,11.868755025783832,0.005853,0.0025108387800315546,5.853,2.510838780031554
50010,2,summer,2006-06-01,21.76,3.1249386200868563,13.106666666666667,2.8912392443061665,61.63066666666667,8.288039131403648,0.011290333333333333,0.0020097563471009727,11.290333333333333,2.0097563471009723
50010,2,summer,2006-07-01,23.74516129032258,2.568636306120094,18.8,3.280751946327752,76.08774193548388,9.158872459598003,0.016143548387096775,0.002989050627860622,16.143548387096775,2.989050627860622
50010,2,summer,2006-08-01,21.883870967741935,2.4335292305885767,18.09032258064516,2.235077155821051,80.66870967741936,6.74163419453349,0.015407419354838709,0.002042047938944196,15.40741935483871,2.042047938944195
50010,2,winter,2006-12-01,0.2903225806451613,5.1991893495499,-3.9548387096774196,6.576312984729231,74.58354838709677,12.187862965094167,0.003992258064516129,0.00171756942543316,3.992258064516129,1.71729964319455
50010,2,winter,2007-01-01,-5.616129032258065,6.542124872658911,-9.151612903225807,6.444267269842342,76.75806451612902,6.120260026804329,0.0027661290322580647,0.0012018033045368528,2.7661290322580645,1.2018033045368528
50010,2,winter,2007-02-01,-8.517857142857142,7.517833295592385,-12.45357142857143,8.408042100136747,73.68071428571429,8.981056165132799,0.002312857142857143,0.0013428710457458845,2.313214285714286,1.3425736853257257
50010,3,fall,2007-09-01,17.973333333333333,4.341772507369211,12.2,5.224148173427992,72.088,9.440531983841325,0.011131,0.003429135157883761,11.131,3.429135157883761
